ID,smiles,clogp,tpsa,mw,scaffold_clogp,scaffold_tpsa,scaffold_mw
STOCK1S-00273,Cc1cc(O)n2nnnc2n1,-1.6567040502437451,-0.03399263081315988,-2.9623224612017616,-2.0757199423233184,-0.8341917558730992,-3.334404649903602
STOCK1S-00276,c1ccc(C(N2CCOCC2)N2CCOCC2)cc1,-0.7933793510947641,-2.0615856684094287,-1.5846310949927414,-1.1423807829303003,-2.0615856684094287,-1.5846310949927414
STOCK1S-00281,CCN(CC)CC(O)Cn1c2ccccc2c2ccccc21,0.3906962256470749,-1.9247251161253265,-1.1628293115694972,-0.137038405864608,-2.4235145855769256,-2.7636498151229087
STOCK1S-00283,Cc1cccn2c(=O)c(/C=N/c3ccccc3)c(Nc3ccccc3)nc12,0.3407223210300637,-0.7238331024416982,-0.4442295316959394,0.3053836313366065,-0.7238331024416982,-0.6180007954760087
STOCK1S-00284,CCNc1c([N+](=O)[O-])ncn1C,-1.2574227511098692,-0.16096441486864033,-2.726369440154228,-1.6216713232316158,-1.913649695709272,-3.9915357634218585
STOCK1S-00285,N=c1nc(N)nc(-c2ccccc2)[nH]1,-2.3619480307062606,0.5688266804035231,-2.515529895520096,-1.3455553014665842,-0.4603963168312585,-2.7016406276912464
STOCK1S-00286,COc1ccc(-c2nc3c(n2O)CCc2c-3no[n+]2[O-])cc1,-1.5710344994717258,0.9173068727800968,-1.1145129558790774,-0.9920511188374947,-0.32472241673459074,-1.8707284047938464
STOCK1S-00287,CCOC(=O)c1c(C)n(CCCCn2c(C)c(C(=O)OCC)c3cc(O)ccc32)c2ccc(O)cc12,1.8710456654754803,1.02291891746176,1.2677127757678792,0.7580554183623315,-2.658076167959795,-1.2623413194864637
STOCK1S-00288,O=c1[nH]c(NCCO)nc2c1C1(CCCC1)Cc1ccccc1-2,-0.5093439952613428,0.037602051162051585,-0.977169700515068,-0.4003192931479034,-1.2384446010590902,-1.7091338851681288
STOCK1S-00289,[O-][N+]1=C2CCc3nonc3C2(O)CC1N1CCOCC1,-2.077402737070626,0.8160458861190268,-1.3620923544055306,-2.5021809263152206,-0.4627696212061274,-1.7462256146184585
STOCK1S-00292,CCN(CC)Cc1nc2c(c(=O)[nH]1)C1(CCCC1)Cc1ccccc1-2,-0.0014459442557995606,-1.1102861648161728,-0.6541668340966285,-0.4003192931479034,-1.2384446010590902,-1.7091338851681288
STOCK1S-00296,Cc1ccc2c(C(=O)CN3CCOCC3)c(C)[nH]c2c1,-0.31403781701322736,-1.2550577316831713,-1.4608413957295148,-0.9724695072324621,-1.2550577316831717,-1.8083839232896548
STOCK1S-00300,CC(C)c1ccc(C2Nc3ccc4ccccc4c3C3=C2C(=O)CC(C)(C)C3)cc1,1.7445810905263095,-1.89703656508519,0.06505663672945229,0.9807962503695816,-1.89703656508519,-0.8037996821708978
STOCK1S-00302,CN1CCN(c2ccc(C=O)cc2)CC1,-0.8790489018667836,-2.1165672197605567,-2.3042558112547216,-1.2715990220114295,-2.444083223492456,-2.8251184814782118
STOCK1S-00303,Cc1ccccc1NC(=O)N(O)C1N(c2ccccc2C)C(=O)N(CCC(C)C)C1(C)C,2.0740009107568107,-0.03715703664631657,0.5986600207799222,-0.6250998763640119,-0.14197797986969066,-1.1635922781624797
STOCK1S-00304,O=C1C(Nc2ccccc2)=CC(c2ccccc2)N1c1ccccc1,1.037297358854929,-1.7688781288422732,-0.7914602137798182,0.6020654446649456,-1.7688781288422732,-0.7914602137798182
STOCK1S-00305,O=C(Oc1ccc2[nH]cc(CCN3C(=O)c4ccccc4C3=O)c2c1)C1CC1,0.023541008052706282,0.0953524576171923,-0.19652743901450484,-0.13657946184261502,0.0953524576171923,-0.19652743901450484
STOCK1S-00306,COc1ccc(C2CC(C)(c3ccc(OC)cc3)Nc3ccccc3N2)cc1,0.4376105034508001,-1.3662074865728615,-0.19562519678106333,0.921388496411604,-2.096394132574172,-1.1135608379648154
STOCK1S-00307,COc1cc(/C=N/Nc2nc3ccccc3nc2C)ccc1O,0.2372049471805401,0.10168126928350904,-1.0148117966408312,-0.2621261487478007,-1.063611178777086,-1.7589761740445131
STOCK1S-00311,Nc1ccc2nc(-c3ccc(-c4nc5ccc(N)cc5[nH]4)cc3)[nH]c2c1,0.2499533922359003,1.2792357899475937,-0.6178615198355488,0.6034422767309244,-0.7792102045219714,-0.99008298417785
STOCK1S-00314,CCOc1ccccc1C1NC(=O)NC(C)=C1C(=O)OC1CCCC(C)C1,0.7670303236813026,-0.01579729727249798,-0.2203540092440444,-0.402614013257868,-0.3808906202731525,-1.1137499892860958
STOCK1S-00315,O=C(c1ccncc1)C12CN3CN(CN(C3)C1)C2,-0.7643128963685435,-1.4785438936499864,-1.8082446476491951,-1.7948971946438477,-1.4785438936499862,-1.8082446476491951
STOCK1S-00317,CCCCCCCCCCCCN1CCCCCC1=O,1.5044003856833268,-2.2447256560034736,-1.3477758317117652,-1.4855689238205922,-1.89703656508519,-3.4330309970726054
STOCK1S-00318,Cn1c(=O)n(Cc2ccccc2)c(=O)c2c1nc1n2CCCN1c1ccccc1,0.3963055414714315,-0.4746361430804715,-0.034817092344595985,-0.5677828673951132,-0.04506805122921334,-0.2085883561246653
STOCK1S-00323,Cc1nccn1CCC(=O)O,-1.8994344440978,-0.8678135678504078,-2.924819640716458,-1.6216713232316158,-1.913649695709272,-3.9915357634218585
STOCK1S-00324,CCOC(=O)c1ccc(NC(=O)/C(=C/c2ccncc2)NC(=O)c2ccccc2)cc1,0.03170001288813648,0.8041793642446828,0.31213503845836443,-0.05029798570793833,-0.23611905340615405,-0.5808098204669666
STOCK1S-00329,CC(C)Oc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)N2CCOCC2)cc1,-0.006545322277943462,-0.3634863881907812,0.052216171540830435,-0.6494239095296388,-0.7285797111914363,-0.667408544721151
STOCK1S-00330,CCNc1nc(NCC)nc(N(C#N)C(=N)N)n1,-1.6612934904636747,2.474985644152339,-1.7460961845770728,-1.896068854603185,-1.5184945172936115,-3.8304158135091297
STOCK1S-00332,O=C(O)c1cc(C2CC2)ccc1-c1ccc(-c2ccc(C3CC3)cc2C(=O)O)cc1,1.0709532538010862,-0.09728074747632844,0.1013453695050529,1.6244397443245997,-3.0480891868965725,-0.9894592932253276
STOCK1S-00333,CCCCCCCCn1c(C)nc2ccccc21,1.0010917748977128,-2.3432177875605302,-1.807481681056213,-1.0336110497179685,-1.913649695709272,-3.3714230550768436
STOCK1S-00334,CCOC(=O)Cn1c(=O)c2c(nc3n2CC(c2ccccc2)=NN3c2ccccc2)n(C)c1=O,0.531948996860464,1.0545629757933443,0.8454764527133929,-0.8265763020189221,0.8734007418450237,-0.3950109337720768
